菜品ID,创建时间,菜名,烹饪方法,口味,制作步骤,相克食物,适用场景,口感,类别,主料,辅料,调料,推荐指数,麻辣指数,营养指数,难易指数,时间指数,减肥指数,养颜指数,菜品分类,营养成分_核黄素,营养成分_能量,营养成分_蛋白质,营养成分_脂肪,营养成分_碳水化合物,营养成分_叶酸,营养成分_膳食纤维,营养成分_胆固醇,营养成分_维生素A,营养成分_维生素B6,营养成分_维生素C,营养成分_维生素E,营养成分_胡萝卜素,营养成分_硫胺素,营养成分_烟酸,营养成分_钙,营养成分_磷,营养成分_钾,营养成分_钠,营养成分_碘,营养成分_镁,营养成分_铁,营养成分_锌,营养成分_硒,营养成分_铜,营养成分_锰,营养成分_维生素B12,营养成分_生物素,营养成分_泛酸,营养成分_维生素D,营养成分_维生素K,烹饪时长,难度等级,预估成本
186,2018-06-22 01:59:52,盐焗仔鸡,盐焗,本味咸鲜,1.活鸡宰杀煺净毛后，掏出脏腑，洗净放入盆内，用八角、甘草、葱、姜、精盐、白糖、芝麻油放入一碗内调匀，涂抹鸡身上，剩余的八角、甘草、姜、葱等塞在鸡腹内，随后用丝棉纸包好，再用白报纸包好；将大葱洗净取30克切成葱丝，葱和葱丝都待用；姜洗净取30克切成细姜丝，姜和姜丝都待用；另备棉纸一张，白报纸一张。2.烧热锅投入粗盐，炒滚热后，取出三分之二，将纸包好的鸡放入盐锅，将取出三分之二的粗盐盖在鸡面上，用微火?三十分钟取出(以熟为准)，轻轻抖掉粗盐，剪去纸棉，将原汁滗在小碗中。3.取出鸡斩成条装盘，葱丝、姜丝放原汁碗中分两小碟，与鸡同时上桌。,,早餐、中餐、晚餐、零食,"爽,淡,鲜,脆",粤菜 肢寒畏冷食谱 月经不调食谱 营养不良食谱,童子鸡1200克,,盐20克 白砂糖20克 味精10克 甘草4克 八角6克 姜40克 大葱40克 香油6克 粗盐3000克,6,0,7,5,4,0,0,粤菜,1.14毫克,2540.1千卡,240.19克,119.67克,133.21克,6.11微克,6.17克,1272毫克,592.02微克,0.06毫克,2.84毫克,12.39毫克,96微克,0.65毫克,67.84毫克,16758.1毫克,1899.36毫克,8951.44毫克,2792490毫克,,14161.3毫克,781.28毫克,33.2毫克,150.98微克,12.44毫克,19.23毫克,,,,,,27,2,19.0
187,2018-06-22 01:59:54,广式萝卜糕,蒸,咸鲜味,1.自发粉（面粉）用3杯水调匀使之溶解成自发粉浆；2.萝卜去皮刨丝，腊肉或香肠切丁，海米泡软切碎；3.用3大匙油炒香海米（虾米）及腊肉(香肠)后，倒入萝卜丝同炒，并加水3杯及调入盐、胡椒粉、味精；4.待烧开时，将自发粉浆慢慢淋入，炒成糊状；5.取一长方取蒸盘或容器，先抹少许色拉油再盛入自发粉浆糊，抹平，放入蒸笼蒸50分钟；6.放凉后即可切片煎食，另备蒜蓉酱油蘸食。,白萝卜 白萝卜忌人参、西洋参同食。,早餐、中餐、晚餐、零食主料 小麦面粉450克 白萝卜900克 腊肉(生)200克,,粤菜 年夜饭,小麦面粉450克 白萝卜900克 腊肉(生)200克,虾米50克,盐4克 胡椒粉3克 味精2克,6,0,7,5,3,0,0,粤菜,0.56毫克,2893.07千卡,125.29克,111.12克,372.69克,369.6微克,25.72克,508.5毫克,229.8微克,0.32毫克,189毫克,22.91毫克,181.8微克,2.26毫克,13.86毫克,787.94毫克,1821.74毫克,3524.26毫克,6279.69毫克,54.55微克,561.06毫克,28.04毫克,12.54毫克,123.91微克,1.97毫克,1.79毫克,,,,,,68,3,25.5
188,2018-06-22 01:59:57,雪里藏珍,炸,咸鲜味,1.先将鸡蛋白用洁净打蛋筒打成泡沫，加盐、味精拌匀；2.将虾仁放入盐水内腌好后泡温油，用味精打碗芡，把虾、蟹肉、火腿肉分别炒匀；3.取洁净碗用猪油抹过后，将蛋泡和肉分作4层间隔放置，放虾仁、放火腿肉、放蟹肉、放火腿片，面上放香菜；4.将猪油放炒锅内烧至中温，把碗内所盛的东西，轻手落锅，用铁勺边炸边淋，炸好即用笊篱捞起便成。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐主料 鸡蛋清150克 蟹肉100克 虾仁100克 火腿50克,,粤菜,鸡蛋清150克 蟹肉100克 虾仁100克 火腿50克,香菜20克,淀粉(玉米)10克 味精5克 盐10克 香油5克 花生油30克,6,0,6,6,7,0,0,粤菜,0.78毫克,768.2千卡,82.94克,40.7克,17.68克,43.46微克,0.25克,609.5毫克,82.6微克,0.04毫克,9.6毫克,20.89毫克,232微克,0.16毫克,12.93毫克,835.3毫克,1019.5毫克,1106.1毫克,10367.1毫克,2.1微克,313.35毫克,17.72毫克,7.33毫克,123.46微克,3.88毫克,1.35毫克,,,,,,40,3,16.2
189,2018-06-22 02:00:01,干煎虾碌,煎,酸甜味,1.将净大明虾切成段；2.用茄汁、?汁15克、香油、精盐、味精、白糖调稀成芡汁，约100克；3.旺火烧热炒锅，下油烧至微沸，放入虾段炸约1 分钟，用笊篱捞起；4.余油倒出，炒锅放回炉上，下虾段煎两面至熟；5.再徐徐加入芡汁，至汁干时，淋油炒匀，在碟中砌成山形即可。,明虾 虾忌与某些水果同吃。虾含有比较丰富的蛋白质和钙等营养物质。如果把它们与含有鞣酸的水果，如葡萄、石榴、山楂、柿子等同食，不仅会降低蛋白质的营养价值，而且鞣酸和钙离子结合形成不溶性结合物刺激肠胃，引起人体不适，出现呕吐、头晕、恶心和腹痛腹泻等症状。海鲜与这些水果同吃至少应间隔2小时。,中餐、晚餐,红艳明亮，肉质鲜爽，外皮焦香，裹一层薄薄的酸甜芡汁，滋味甚美。,粤菜 阳痿早泄食谱 补阳食谱,明虾600克,,番茄汁50克 [口急]汁（粤语）15克 盐5克 味精3克 白砂糖5克 香油5克 植物油50克,6,0,6,6,7,0,0,粤菜,0.24毫克,582.94千卡,81.6克,15.79克,28.6克,0.1微克,,1638毫克,,,,12.79毫克,,0.06毫克,24.01毫克,455.1毫克,1134.52毫克,1429.07毫克,2924.38毫克,,186.46毫克,3.73毫克,21.57毫克,152.96微克,0.55毫克,0.16毫克,,,,,,37,3,43.0
190,2018-06-22 02:00:04,兰花豆腐干,煮,咸甜味,1.将每件豆腐干两面斜切18刀，切2/3深，不可切断；2.把切好豆腐干挂起晾干；3.将豆腐干放滚水中，煮5分钟捞起滴干水分，放落入油中，炸至稍硬捞出；4.将调味煮滚，放豆腐干用慢火煮5分钟，不要盖盖，熄火浸15分钟，吃时切小块，淋上香油即可。,,中餐、晚餐主料 豆腐干200克,,粤菜 骨质疏松食谱,豆腐干200克,,白砂糖30克 生抽23克 老抽23克 盐3克 味精2克 丁香1克 八角1克 桂皮2克 花椒5克,6,0,6,6,6,0,0,粤菜,0.21毫克,458.07千卡,36.5克,7.97克,63.73克,121.62微克,3.63克,,1.22微克,,,0.18毫克,7.4微克,0.08毫克,1.33毫克,668.28毫克,606.49毫克,477.77毫克,4557.26毫克,93.2微克,152.12毫克,12.54毫克,3.92毫克,1.08微克,1.73毫克,3.11毫克,,,,,,47,1,8.6
191,2018-06-22 02:00:13,东江春卷,炸,咸鲜味,1.将猪肉剁成肉泥，用盆盛载，加入虾仁、盐、味精拌匀，搅至起胶，再加入切成幼粒的鱿鱼、香菇，与淀粉再拌匀，便成春卷馅；2.将鸡蛋去壳，加淀粉打成蛋浆；3.武火烧锅下油，将蛋浆倒入锅内，快速搪匀，以文火将蛋浆煎成圆形蛋皮，取起；4.把蛋皮铺平，放上馅料，卷成截面直径为3.3厘米的圆柱，再切成厚2厘米的斜榄形块；5.武火烧锅下油，烧至七成热时放入蛋卷，用文火炸至金黄色即成。,鸡蛋 与鹅肉同食损伤脾胃；与兔肉、柿子同食导致腹泻；同时不宜与甲鱼、鲤鱼、豆浆、茶同食。,中餐、晚餐,此菜色金黄，香脆可口。,粤菜 健脾开胃食谱 补虚养身食谱 营养不良食谱,猪肉(肥瘦)500克,虾仁150克 鱿鱼(鲜)40克 香菇（鲜）40克 鸡蛋200克,盐9克 味精9克 淀粉(玉米)140克 花生油130克,6,0,6,6,6,0,0,粤菜,1.63毫克,4217.02千卡,171.28克,337.29克,141.06克,264.62微克,1.46克,2464.7毫克,603.5微克,,0.4毫克,62.97毫克,,1.39毫克,28.41毫克,1044.68毫克,2152.66毫克,2291.12毫克,12228.2毫克,54.4微克,487.01毫克,38.55毫克,20.25毫克,219.09微克,4.64毫克,2.1毫克,,,,,,50,4,40.4
192,2018-06-22 02:00:16,蚝油牛肉,炸烹,本味咸鲜,1.将生抽5克，小苏打7克，干淀粉25克，清水75毫升调成糊状；2.再放入已片去筋膜的牛肉片（通脊也可）拌匀；3.最后加入花生油，置30 分钟即可使用；4.将蚝油、味精、酱油、香油、胡椒粉、湿淀粉、二汤25毫升调成芡汁；5.用旺火烧热烧锅，下油，烧至四成热，下牛肉片过至九成熟，倒入笊篱沥去油；6.将炒锅放回火上，下蒜、葱、姜爆至有香味，放入牛肉片，烹黄酒，用芡汁勾芡，淋油10克炒匀，速盛出即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,蚝味鲜浓，肉质软滑。,粤菜 营养不良食谱 冬季养生食谱 贫血食谱,牛肉(肥瘦)300克,淀粉(蚕豆)3克,小葱5克 蚝油10克 味精1克 大蒜（白皮）1克 胡椒粉1克 姜3克 老抽5克 黄酒3克 花生油25克 香油3克,6,0,6,6,4,0,0,粤菜,0.43毫克,655.29千卡,60.82克,40.64克,11.62克,3.26微克,0.2克,252毫克,28.99微克,,1.24毫克,14.59毫克,48微克,0.13毫克,16.97毫克,81.48毫克,522.98毫克,692.63毫克,682.52毫克,0.23微克,67.17毫克,11.24毫克,14.42毫克,19.67微克,0.61毫克,0.36毫克,,,,,,44,3,25.0
193,2018-06-22 02:00:18,脆炸大肠,脆炸,炸烧味,1.将猪大肠用盐或明矾擦洗干净，除去粘液污物；2.将大肠光滑面翻在外面，先用开水焯过，再洗干净；3.然后用清水煮至软烂，捞出，控去水分；4.炒锅用旺火烧热，下油少许，放姜葱爆香，溅料酒，放沸水、盐、香料（用布包裹），滚1 小时，下猪大肠卤入味，捞出控去水分；5.把饴糖（麦芽糖）用开水溶解，加醋（浙醋）调匀，涂在猪肠上，挂起晾干水分；6.炒锅用旺火烧热，下入花生油，烧至五成热，放大肠外至色红，捞出，切块上盘；7.中火烧热炒锅，下油少许，放蒜泥、辣椒末，葱末、白醋、红糖、盐、番茄酱、［口急］汁煮溶，用湿淀粉勾芡，加包尾油拌勺便成佐料；8.烧好的佐料与炮炸大肠一并上桌。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,色泽金黄，外脆、里嫩、味香。,粤菜 补虚养身食谱 气血双补食谱 痔疮食谱,猪大肠1000克,淀粉(蚕豆)8克,丁香5克 麦芽糖20克 陈皮5克 白醋10克 料酒5克 醋10克 赤砂糖15克 大蒜（白皮）5克 盐5克 小葱5克 姜5克 辣椒(红、尖、干)5克 花椒3克 花生油80克 八角3克 茴香籽[小茴香籽]2克 番茄酱15克 桂皮5克 [口急]汁（粤语）15克,6,1,6,6,3,0,3,粤菜,1.21毫克,2917.49千卡,72.28克,269.34克,58.2克,1.45微克,7.4克,1370毫克,84.01微克,,1.95毫克,40.5毫克,84.2微克,0.67毫克,20.92毫克,199.5毫克,641.88毫克,800.11毫克,3202.97毫克,,126.23毫克,15.3毫克,11.22毫克,171.84微克,1.03毫克,2.55毫克,,,,,,54,4,17.1
194,2018-06-22 02:00:21,鲍鱼四宝羹,煮,咸鲜味,1.花胶(鱼肚)泡冷水1小时，捞出，放姜、葱及清水煮约1小时(需视厚薄程度而定)，取出切丝；香菇泡软去蒂后切丝，鲍鱼、竹笋、木耳、韭黄、叉烧肉均切成细丝。2.将鲍鱼、香菇、竹笋、木耳、花胶放进开水中稍烫，捞出，将20克油倒入炒锅烧热，加高汤烧开，放入鲍鱼、香菇、竹笋、木耳、花胶及盐、味精、酱油、酒、胡椒粉以中火煮开，再淋下生粉10克、清水10克勾芡和5克油煮匀，然后加韭黄煮熟，即可盛于汤碗中，另加火腿丝作为调配。,鲍鱼 鲍鱼忌与鸡肉、野猪肉、牛肝同食。,早餐、中餐、晚餐、零食主料 韭黄100克 鲍鱼100克 叉烧肉75克 竹笋75克 鱼肚75克,,粤菜 补虚养身食谱 滋阴食谱 明目食谱 高血压食谱,韭黄100克 鲍鱼100克 叉烧肉75克 竹笋75克 鱼肚75克,香菇（干）20克 木耳(干)10克,姜5克 大葱8克 植物油25克 盐5克 味精5克 酱油10克 料酒2克 胡椒粉1克 芡粉10克,5,0,8,4,2,0,0,粤菜,0.65毫克,391.71千卡,40.77克,8.99克,46.27克,30.27微克,12.31克,269.75毫克,71.68微克,0.01毫克,20.19毫克,4.57毫克,288.22微克,0.21毫克,8.88毫克,365.31毫克,383.87毫克,924.54毫克,5522.88毫克,43.37微克,147.56毫克,40.75毫克,10.95毫克,29.21微克,1.25毫克,3.81毫克,,,,,,49,2,17.1
195,2018-06-22 02:00:23,鸿运当头,煮,咸鲜味,1.鱼头洗净，拭干，剖开，对切成4大块，用5大匙油将鱼头两面煎黄盛出；2.豆腐切成长厚片，用油煎黄盛出后放入耐煮锅或沙锅内，面上放入煎好的鱼头；3.另用2大匙油炒姜末，放入所有调味料和2杯清水炒匀烧开，淋入锅内，开火煮滚，改小火煮40分钟，使其入味；4.待汤汁稍干时淋少许水淀粉勾芡，使汤汁微稠，最后撒下于蒜段，略滚即可关火移出食用。,,中餐、晚餐主料 鲢鱼头400克 豆腐(北)200克,,粤菜 年夜饭,鲢鱼头400克 豆腐(北)200克,,姜5克 青蒜10克 料酒10克 豆瓣酱10克 酱油5克 甜面酱5克 盐3克 胡椒粉2克 淀粉(玉米)3克,5,0,7,6,3,0,7,粤菜,0.11毫克,272.29千卡,20.85克,17.02克,14.86克,79.78微克,6.18克,,21.65微克,0.1毫克,1.8毫克,17.04毫克,130.2微克,0.14毫克,0.81毫克,225.04毫克,261.34毫克,350.79毫克,2189.8毫克,0.76微克,154.3毫克,5.73毫克,1.83毫克,6.66微克,0.22毫克,0.57毫克,,,,,,49,1,24.6
196,2018-06-22 02:00:23,白切鸭,蒸,微辣,1.红辣椒切细丝；2.姜切片备用；3.芝麻放干锅内炒香待用；4.香菜洗净切碎末；5.将鸭尾切去，撕去肥油，洗净控干水分，用8克酒搽匀，放姜片蒸1个小时；6.鸭冷后切块上碟，淋上调味料，撒上香菜、芝麻、红辣椒即可。,,中餐、晚餐主料 鸭1000克,,粤菜 私家菜 营养不良食谱 补虚养身食谱 健脾开胃食谱,鸭1000克,芝麻45克 辣椒(红、尖)50克,香菜25克 姜10克 生抽30克 香油15克,5,3,7,5,1,0,1,粤菜,2.42毫克,2801.2千卡,165.95克,230.16克,23.24克,73.88微克,6.58克,940毫克,687.05微克,,84.4毫克,30.81毫克,1002微克,1毫克,45.06毫克,390.25毫克,1530.8毫克,2340.8毫克,2634.86毫克,0.56微克,260.25毫克,30.75毫克,15.65毫克,125.86微克,2.88毫克,1.7毫克,,,,,,66,2,17.9
197,2018-06-22 02:00:25,荔浦扣肉,蒸,咸甜味,1.将荔浦芋头切成长方形的片，用滚油炸透；2.大蒜切蓉；3.干淀粉放碗内加适量水调制成湿淀粉备用；4.将猪肉烧去毛，刮洗干净，放在汤锅里，浸至七成熟，取出，上老抽色，用武火滚油炸（使其皱皮），取起，用冷水洗净油腻，切成长方形的片；5.将蒜茸、南乳、花椒、八角茴香末、老抽、糖和已切好的熟肉拌匀，然后一片芋头、一片肉相夹起来，排放在大碗内，再入笼蒸熟；6.将已蒸熟的扣肉倒出原汁，覆盖在碟中；7.用武火烧锅，放入原汁，加二汤（175克）、老抽，湿淀粉打芡，淋在扣肉上便成。,芋头 芋头忌于香蕉同食。,中餐、晚餐,此菜鲜香而滑。,粤菜 补虚养身食谱 青少年食谱 低温环境作业人群食谱,猪肋条肉（五花肉）500克 芋头500克,,花椒2克 八角2克 腐乳（红）20克 老抽30克 白砂糖3克 黄酒20克 淀粉(玉米)10克 花生油100克 大蒜（白皮）2克,5,0,7,4,4,0,6,粤菜,0.55毫克,4274.18千卡,63.01克,397.91克,114.17克,55.95微克,6.59克,545毫克,188.7微克,,30.14毫克,46.1毫克,822.2微克,0.78毫克,16.38毫克,272.48毫克,868.64毫克,3133.71毫克,3263.64毫克,0.87微克,238.49毫克,17.89毫克,11.69毫克,28.02微克,2.47毫克,2.62毫克,,,,,,69,3,17.0
198,2018-06-22 02:00:25,煎封鲳鱼,生煎,咸鲜味,1.将鲳鱼（平鱼）宰杀，去鳞、鳃、内脏，洗净，两面各斜拉4 刀；2.再用酱油、姜汁酒腌约10 分钟；3.将煎封汁250克、香油、胡椒粉兑成芡汁；4.炒锅用中火烧热，下花生油涮锅后倒回油盆，放入鲳鱼，边煎边加油，煎炸至两面呈金黄色；5.再加油炸约10分钟至熟，捞起盛在盘中；6.把油倒回油盆；7.将炒锅回放火上，下蒜、葱、姜，爆至有香味，烹黄酒，用芡汁勾二流芡，加花生油推匀，淋在鱼身上即成。,平鱼 平鱼忌用动物油炸制；不要和羊肉同食。,中餐、晚餐,成品既有煎的芳香，也有焖的浓醇，滑软可口，风味别致。,粤菜 营养不良食谱 贫血食谱,平鱼750克,,大蒜（白皮）2克 姜2克 小葱2克 黄酒10克 胡椒粉1克 香油1克 生抽15克 花生油60克,5,0,6,5,5,0,0,粤菜,0.55毫克,1615.37千卡,139.87克,115.75克,1.63克,309微克,0.13克,577.5毫克,183.56微克,,0.64毫克,35.42毫克,21.4微克,0.31毫克,16.02毫克,361.48毫克,1187.53毫克,2530.84毫克,1430.02毫克,57.92微克,302.49毫克,10.63毫克,6.45毫克,204.51微克,1.17毫克,0.87毫克,,,,,,47,4,37.0
199,2018-06-22 02:00:34,年年高升,炸,甜味,1.面粉加水调成面团后制成馄饨皮；2.将调味料调匀做成面糊；3.年糕切6厘米长段，放入面糊沾裹后，用热油炸酥外皮捞出，即成酥皮年糕；4.年糕切2厘米小段，用馄饨皮包成元宝状，放入热油中炸酥，捞出后即可食用。,,早餐、中餐主料 年糕300克 小麦面粉150克,,年夜饭 粤菜,年糕300克 小麦面粉150克,,淀粉(玉米)10克 泡打粉5克 猪油（炼制）30克,5,0,5,6,6,0,0,粤菜,0.09毫克,1291.2千卡,33.57克,35.44克,219.01克,34.95微克,7.96克,27.9毫克,8.1微克,0.1毫克,,5.49毫克,,0.79毫克,8.68毫克,141.3毫克,409毫克,528.8毫克,174.48毫克,4.35微克,204.6毫克,6.1毫克,4.39毫克,18.1微克,0.52毫克,1.3毫克,,,,,,34,2,11.5
200,2018-06-22 02:00:36,炸鲜奶,脆炸,甜味,1.牛奶入铜锅上火，加菠萝香精0.1克、黄油、白糖，烧开锅后下100毫升，水淀粉勾芡，用木铲顺一方向搅动；2.待牛奶变稠后倒入刷黄油的方盘内，稍凉后，放入冰箱；3.将面粉、淀粉、臭粉5克、泡打粉、盐、蛋白、花生油、清水适量，搅拌均匀，制成脆浆；4.锅坐火上，下花生油，烧至5～6 成热时，将牛奶坯切成菱形小块，先沾上干淀粉，再挂脆浆，下油锅炸至金黄色捞出；5.将炸好的鲜奶装盘，撒上白糖即可上桌。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐,外金黄，内洁白，外酥脆、内软嫩。,粤菜 甜品/点心,牛奶500克,鸡蛋清25克 淀粉(玉米)100克 泡打粉25克 小麦面粉50克,白砂糖50克 黄油50克 花生油50克 盐3克,4,0,6,5,3,0,0,粤菜,0.85毫克,1900.5千卡,27.65克,116.32克,188.18克,11.65微克,1.95克,223毫克,120微克,0.04毫克,5毫克,22.24毫克,,0.42毫克,2.6毫克,589.91毫克,493.5毫克,703.92毫克,1415.13毫克,1.45微克,95.81毫克,8.38毫克,2.63毫克,16.68微克,0.32毫克,0.5毫克,,,,,,50,4,14.0
201,2018-06-22 02:00:44,腊肉,腊,咸味,1.五花肉改成长40 厘米、宽3.5 厘米的长条形；2.切好的肉块放一盘中，用以上调料（硝15克、盐、老抽、白糖、汾酒、味精）拌匀；3.拌匀的肉腌七天后取出；4.腌好的肉在每条肉厚的一端，连皮带肉斜刀拉一小口，将线绳穿过系上，挂于竹竿上，放置阳光下通风处，干后盛盆装起，放在干燥处；5.食用时洗净尘土，用旺火蒸约25 分钟取出，斜刀切成片即可。,,中餐、晚餐,口味咸香，肥而不腻。,粤菜,猪肋条肉（五花肉）5000克,,盐100克 老抽200克 白砂糖20克 白酒150克 味精5克,1,0,5,3,1,0,0,粤菜,2.2毫克,29198.4千卡,482.8克,2950.61克,68.9克,82微克,,5450毫克,500微克,,,2.5毫克,,4.59毫克,123.82毫克,386.5毫克,5172.8毫克,11630.7毫克,57551.3毫克,5.8微克,942.45毫克,63.83毫克,83.2毫克,189.81微克,3.47毫克,2.51毫克,,,,,,42,2,57.0
202,2018-06-22 02:00:49,广式腊肉,烤,咸鲜味,1.选料与切条：原料采用不带奶脯的肋条肉，切成宽1.5厘米、长33至38厘米的条状。要求条的宽容均匀，刀工整齐，厚薄一致，皮上无毛，无伤斑。切成条坯后，在顶端硬膘右边，斜刀穿皮打成0.3至0.4厘米的小眼穿上麻绳便于悬挂。2.腌制：条坯以25千克为单位，放在盛器内分批洗涤。先用牛0至50℃的温水将硬膘泡软，然后将条坯上的浮油洗净，放在滤盘上沥干水分，再按规定西方拌料。拌料时应先将腊肉坯放在盛器内，再将糖、盐、酱油、硝酸钠和白酒等配料混合均匀，倒入缸内，用手拌匀，并每隔2小时上下翻动一次，尽量使料液渗到条坯内部。腌制时必须分清等级和规格，确保质量。腌制8至10小时即可扣绳。绳头扣在洞眼中，长短要整齐，如发现腌制时间不足仍可以放入腌缸得腌至透再出缸。3.烘焙：腊肉坯腌制出缸后，即可开竹。每根竹竿可挂5千克左右，送入烘房。竹竿要排列整齐，每竿距离相隔2至3厘米，进烘房后应立刻将石棉布帘放下。烘房温度保持在45至50℃，温度开始高，而后逐步降低，正确掌握烘房温度是决定成品品质的关键。操作人员经经常检查肉坯的干湿程度，如温度过高，火力太旺，则滴油过多，影响成品率。如温度过低，则容易发生酸味，而且色泽发暗，影响质量。烘焙时应分清级别，以防混淆。腊肉坯进烘房经14小时左右，视条坯干燥情况即可升至第二层继续烘焙。升层时里外竹竿相互调换位置，使条坯受温均匀，再经24小时左右即可出房。成品出房时须掌握先进后出，分清级别，分批出房。并检查是否干透，如发现外表有杂质，白斑、焦斑和霉点等现象时，应剔出另外处理。4.贮存保管：（1）腊肉贮藏时应注意保持清洁，防止污染，同时要防鼠啮虫蛀。如吊挂干燥通风阴凉处，可保存3个月；如用坛装，则在坛底放一层厚3厘米的生石灰，上面铺一层塑料布和两层纸，放入腊肉条后，密封坛口，可保存5个月，如将腊肉条装入塑料食品袋中，扎紧袋口埋藏于草木灰中，可保存半年。（2）腊肉需要外运时最好装马铃薯板箱，四周衬腊纸以防潮，但在装箱时如发现腊肉回潮时，还必须重入烘房烘干，待冷却后再行装箱。否则在运输途中容易变质。,,早餐、中餐、晚餐、零食,色泽金黄，条头均匀，刀工整齐，不带碎骨，肥膘透明，肉身干燥，肉质鲜美可口，有腊制香味。,粤菜,猪肋条肉（五花肉）5000克,,白砂糖200克 盐125克 酱油150克 白酒100克 八角10克 桂皮10克 花椒10克,1,0,5,1,1,0,0,粤菜,2.3毫克,29637.8千卡,474.45克,2951.6克,229.14克,6微克,7.47克,5450毫克,503微克,,,2.86毫克,18微克,4.62毫克,123.1毫克,535.5毫克,5149.3毫克,11278.6毫克,61788.9毫克,3.6微克,1111.4毫克,67.12毫克,83.67毫克,188.84微克,3.02毫克,4.3毫克,,,,,,47,4,57.0
